taxonID,description,type,language
alien-flora-congo-checklist:taxon:51b8c72ba7406270352dfede1df9542a,Asia,native range,en
alien-flora-congo-checklist:taxon:51b8c72ba7406270352dfede1df9542a,Tree,life form,en
alien-flora-congo-checklist:taxon:52608e67402587371aa4746c37abc3b9,America,native range,en
alien-flora-congo-checklist:taxon:52608e67402587371aa4746c37abc3b9,Tree,life form,en
alien-flora-congo-checklist:taxon:52dba30eb5241069ac6a014b2c27f00e,America,native range,en
alien-flora-congo-checklist:taxon:52dba30eb5241069ac6a014b2c27f00e,Climber,life form,en
alien-flora-congo-checklist:taxon:53064f7e2909db06671b763ba4a1bb4e,Multiple,native range,en
alien-flora-congo-checklist:taxon:53064f7e2909db06671b763ba4a1bb4e,Aquatic,life form,en
alien-flora-congo-checklist:taxon:55ccd03e5023a6b0ac116170b7c22104,America,native range,en
alien-flora-congo-checklist:taxon:55ccd03e5023a6b0ac116170b7c22104,Shrub,life form,en
alien-flora-congo-checklist:taxon:57a7118233ef40bec92485b3a7095f02,America,native range,en
alien-flora-congo-checklist:taxon:57a7118233ef40bec92485b3a7095f02,Tree,life form,en
alien-flora-congo-checklist:taxon:597091fd85201d858a569ed37ae7d3ac,Oceania,native range,en
alien-flora-congo-checklist:taxon:597091fd85201d858a569ed37ae7d3ac,Annual herb,life form,en
alien-flora-congo-checklist:taxon:5a17233e8375169f2a8bc2b31fc0c64a,America,native range,en
alien-flora-congo-checklist:taxon:5a17233e8375169f2a8bc2b31fc0c64a,Annual herb,life form,en
alien-flora-congo-checklist:taxon:5a37fb4c3fb5e2181feb1c69d08e2964,Africa,native range,en
alien-flora-congo-checklist:taxon:5a37fb4c3fb5e2181feb1c69d08e2964,Tree,life form,en
alien-flora-congo-checklist:taxon:5b39f3adb41c83caf9cc54f9d97ed744,America,native range,en
alien-flora-congo-checklist:taxon:5b39f3adb41c83caf9cc54f9d97ed744,Shrub,life form,en
alien-flora-congo-checklist:taxon:5b6ce7817a9c46368f7cde4be7c578fa,Asia,native range,en
alien-flora-congo-checklist:taxon:5b6ce7817a9c46368f7cde4be7c578fa,Shrub,life form,en
alien-flora-congo-checklist:taxon:5b7be68de871e8eb40743c4c05f961df,Asia,native range,en
alien-flora-congo-checklist:taxon:5b7be68de871e8eb40743c4c05f961df,Annual herb,life form,en
alien-flora-congo-checklist:taxon:5bbc0650bc7b36489d281587606ac7bd,America,native range,en
alien-flora-congo-checklist:taxon:5bbc0650bc7b36489d281587606ac7bd,Shrub,life form,en
alien-flora-congo-checklist:taxon:5bfabf4f5eab2545d60e31be25a5ff18,America,native range,en
alien-flora-congo-checklist:taxon:5bfabf4f5eab2545d60e31be25a5ff18,Shrub,life form,en
alien-flora-congo-checklist:taxon:5c779a0b6ba9540b4fe96952f08f0103,America,native range,en
alien-flora-congo-checklist:taxon:5c779a0b6ba9540b4fe96952f08f0103,Climber,life form,en
alien-flora-congo-checklist:taxon:5e78408d24eeac122435171077eb39ee,America,native range,en
alien-flora-congo-checklist:taxon:5e78408d24eeac122435171077eb39ee,Annual herb,life form,en
alien-flora-congo-checklist:taxon:5f45180618991ef2b221695254e7cf2e,America,native range,en
alien-flora-congo-checklist:taxon:5f45180618991ef2b221695254e7cf2e,Annual herb,life form,en
alien-flora-congo-checklist:taxon:5f806b9d9eed3688b9868ab026529386,Asia,native range,en
alien-flora-congo-checklist:taxon:5f806b9d9eed3688b9868ab026529386,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:5fbe9347397cfe8f9a7a0175c3535053,America,native range,en
alien-flora-congo-checklist:taxon:5fbe9347397cfe8f9a7a0175c3535053,Shrub,life form,en
alien-flora-congo-checklist:taxon:5fe8850bdc7f2e83c4e5ce3a19219d7a,America,native range,en
alien-flora-congo-checklist:taxon:5fe8850bdc7f2e83c4e5ce3a19219d7a,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:6028a8c4b80faac1a50c2e21d97d6360,America,native range,en
alien-flora-congo-checklist:taxon:6028a8c4b80faac1a50c2e21d97d6360,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:608815fb6da808bf1ddec9d32b6abb39,America,native range,en
alien-flora-congo-checklist:taxon:608815fb6da808bf1ddec9d32b6abb39,Annual herb,life form,en
alien-flora-congo-checklist:taxon:6253cc06bf27330cb78cf9fe73ef8519,Asia,native range,en
alien-flora-congo-checklist:taxon:6253cc06bf27330cb78cf9fe73ef8519,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:637e1081a33a53063fdf4d808ca1b613,Multiple,native range,en
alien-flora-congo-checklist:taxon:637e1081a33a53063fdf4d808ca1b613,Annual herb,life form,en
alien-flora-congo-checklist:taxon:64302edcda82fefcf5b8094ee246ee6e,America,native range,en
alien-flora-congo-checklist:taxon:64302edcda82fefcf5b8094ee246ee6e,Annual herb,life form,en
alien-flora-congo-checklist:taxon:65681f1c172d456a95e6d9287b041fbe,America,native range,en
alien-flora-congo-checklist:taxon:65681f1c172d456a95e6d9287b041fbe,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:66192857441b852ade0e2d47a73353da,Europe,native range,en
alien-flora-congo-checklist:taxon:66192857441b852ade0e2d47a73353da,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:662e7c503ee964f58db70b1c6c6bdc5f,Oceania,native range,en
alien-flora-congo-checklist:taxon:662e7c503ee964f58db70b1c6c6bdc5f,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:665b2cdd03c08f849b57235228a040ca,Asia,native range,en
alien-flora-congo-checklist:taxon:665b2cdd03c08f849b57235228a040ca,Shrub,life form,en
alien-flora-congo-checklist:taxon:69267f5f29445bea9262e1b19fc63e8b,Africa,native range,en
alien-flora-congo-checklist:taxon:69267f5f29445bea9262e1b19fc63e8b,Shrub,life form,en
alien-flora-congo-checklist:taxon:693ebcb3d305da7ac180bd16d8bb4801,America,native range,en
alien-flora-congo-checklist:taxon:693ebcb3d305da7ac180bd16d8bb4801,Annual herb,life form,en
alien-flora-congo-checklist:taxon:699827c2f8968e0acd0c0680a14c0536,America,native range,en
alien-flora-congo-checklist:taxon:699827c2f8968e0acd0c0680a14c0536,Shrub,life form,en
alien-flora-congo-checklist:taxon:6a7fac1f0a256c6c19fb5fd312c3af80,Multiple,native range,en
alien-flora-congo-checklist:taxon:6a7fac1f0a256c6c19fb5fd312c3af80,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:6b77a87f7f84fd0c4fda7a65b1108688,Asia,native range,en
alien-flora-congo-checklist:taxon:6b77a87f7f84fd0c4fda7a65b1108688,Annual herb,life form,en
alien-flora-congo-checklist:taxon:6b9c2bf4cdc546432e82e1720daf5ebf,Africa,native range,en
alien-flora-congo-checklist:taxon:6b9c2bf4cdc546432e82e1720daf5ebf,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:6c0f1c6eff1486aaa7c9e851dd7bb3e6,Multiple,native range,en
alien-flora-congo-checklist:taxon:6c0f1c6eff1486aaa7c9e851dd7bb3e6,Annual herb,life form,en
alien-flora-congo-checklist:taxon:6c601312e95984c3cf8e597ddd5168c5,America,native range,en
alien-flora-congo-checklist:taxon:6c601312e95984c3cf8e597ddd5168c5,Tree,life form,en
alien-flora-congo-checklist:taxon:6c655733b7ca25205af1dfd1dedca776,America,native range,en
alien-flora-congo-checklist:taxon:6c655733b7ca25205af1dfd1dedca776,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:6cb71022f69f2157d0566d02f3cafb17,Multiple,native range,en
alien-flora-congo-checklist:taxon:6cb71022f69f2157d0566d02f3cafb17,Annual herb,life form,en
alien-flora-congo-checklist:taxon:6d20b2f5654bce4d56582f5973217246,America,native range,en
alien-flora-congo-checklist:taxon:6d20b2f5654bce4d56582f5973217246,Climber,life form,en
alien-flora-congo-checklist:taxon:6d938d9154eccb583ddd5394743b1027,America,native range,en
alien-flora-congo-checklist:taxon:6d938d9154eccb583ddd5394743b1027,Annual herb,life form,en
alien-flora-congo-checklist:taxon:6db11587ed456b68211d855ef9a586c0,America,native range,en
alien-flora-congo-checklist:taxon:6db11587ed456b68211d855ef9a586c0,Shrub,life form,en
alien-flora-congo-checklist:taxon:6deaaa4a56a79943e2daaab73162e960,America,native range,en
alien-flora-congo-checklist:taxon:6deaaa4a56a79943e2daaab73162e960,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:6e2f9b6066434321048777b064aa85a0,America,native range,en
alien-flora-congo-checklist:taxon:6e2f9b6066434321048777b064aa85a0,Shrub,life form,en
alien-flora-congo-checklist:taxon:6e32ae42aa3753dd326dc389ea745b3a,Asia,native range,en
alien-flora-congo-checklist:taxon:6e32ae42aa3753dd326dc389ea745b3a,Annual herb,life form,en
alien-flora-congo-checklist:taxon:6e708672bdc4e0ac53d171e04ea1c21c,America,native range,en
alien-flora-congo-checklist:taxon:6e708672bdc4e0ac53d171e04ea1c21c,Annual herb,life form,en
alien-flora-congo-checklist:taxon:6f1c50ac4fe70da802c3b04cba0d93a1,America,native range,en
alien-flora-congo-checklist:taxon:6f1c50ac4fe70da802c3b04cba0d93a1,Climber,life form,en
alien-flora-congo-checklist:taxon:6f2f1357e5120c46401a9feae0bbc174,America,native range,en
alien-flora-congo-checklist:taxon:6f2f1357e5120c46401a9feae0bbc174,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:6f6182cce6ec9d001ff9bb711bc2b6f8,Multiple,native range,en
alien-flora-congo-checklist:taxon:6f6182cce6ec9d001ff9bb711bc2b6f8,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:706c32f2a2814bbe9872221c059e123d,America,native range,en
alien-flora-congo-checklist:taxon:706c32f2a2814bbe9872221c059e123d,Shrub,life form,en
alien-flora-congo-checklist:taxon:706fc74cc406c3398c829e1868f6821f,America,native range,en
alien-flora-congo-checklist:taxon:706fc74cc406c3398c829e1868f6821f,Tree,life form,en
alien-flora-congo-checklist:taxon:7084c754917debe2a90fc456cda9e606,America,native range,en
alien-flora-congo-checklist:taxon:7084c754917debe2a90fc456cda9e606,Climber,life form,en
alien-flora-congo-checklist:taxon:709ff7cc176c72833692f9e65b286c54,America,native range,en
alien-flora-congo-checklist:taxon:709ff7cc176c72833692f9e65b286c54,Climber,life form,en
alien-flora-congo-checklist:taxon:7235c2fe5448e8b4a3f008c1e3c198d8,America,native range,en
alien-flora-congo-checklist:taxon:7235c2fe5448e8b4a3f008c1e3c198d8,Annual herb,life form,en
alien-flora-congo-checklist:taxon:724f8153e49dcc63ffa012bfce811151,Multiple,native range,en
alien-flora-congo-checklist:taxon:724f8153e49dcc63ffa012bfce811151,Annual herb,life form,en
alien-flora-congo-checklist:taxon:72d7a3fae63a78bf86f5aa6f72cdcc1b,America,native range,en
alien-flora-congo-checklist:taxon:72d7a3fae63a78bf86f5aa6f72cdcc1b,Annual herb,life form,en
alien-flora-congo-checklist:taxon:732f4e0d7945c392080940a0a157e76c,America,native range,en
alien-flora-congo-checklist:taxon:732f4e0d7945c392080940a0a157e76c,Annual herb,life form,en
alien-flora-congo-checklist:taxon:73e5e5941edee37b412d884c78559b52,America,native range,en
alien-flora-congo-checklist:taxon:73e5e5941edee37b412d884c78559b52,Tree,life form,en
alien-flora-congo-checklist:taxon:7455618a9f4087c2024f0f24e50f6ed2,Africa,native range,en
alien-flora-congo-checklist:taxon:7455618a9f4087c2024f0f24e50f6ed2,Climber,life form,en
alien-flora-congo-checklist:taxon:74c356e9fc121be7fbf93998c202ed0b,America,native range,en
alien-flora-congo-checklist:taxon:74c356e9fc121be7fbf93998c202ed0b,Annual herb,life form,en
alien-flora-congo-checklist:taxon:757bf6bfbbce0fe187dede0882c8c5f8,America,native range,en
alien-flora-congo-checklist:taxon:757bf6bfbbce0fe187dede0882c8c5f8,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:7704fcf7cba73c66952d244c7d89c470,America,native range,en
alien-flora-congo-checklist:taxon:7704fcf7cba73c66952d244c7d89c470,Climber,life form,en
alien-flora-congo-checklist:taxon:781daca09f27430862d62ffc1c717e80,Asia,native range,en
alien-flora-congo-checklist:taxon:781daca09f27430862d62ffc1c717e80,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:784b13e4791549e148e16ac2afeb30e6,Asia,native range,en
alien-flora-congo-checklist:taxon:784b13e4791549e148e16ac2afeb30e6,Tree,life form,en
alien-flora-congo-checklist:taxon:784d58e24e686586c41668d4e7a25c7f,America,native range,en
alien-flora-congo-checklist:taxon:784d58e24e686586c41668d4e7a25c7f,Shrub,life form,en
alien-flora-congo-checklist:taxon:7877feef008651a6514550e5843eac9d,America,native range,en
alien-flora-congo-checklist:taxon:7877feef008651a6514550e5843eac9d,Tree,life form,en
alien-flora-congo-checklist:taxon:791c620afd4322fcf15a02647c52cae0,America,native range,en
alien-flora-congo-checklist:taxon:791c620afd4322fcf15a02647c52cae0,Annual herb,life form,en
alien-flora-congo-checklist:taxon:7a0dfc6f24fb6d947435937754c34435,Africa,native range,en
alien-flora-congo-checklist:taxon:7a0dfc6f24fb6d947435937754c34435,Shrub,life form,en
alien-flora-congo-checklist:taxon:7a4fbd65fdb3b7ca4a200300b0218e86,America,native range,en
alien-flora-congo-checklist:taxon:7a4fbd65fdb3b7ca4a200300b0218e86,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:7b397fbda2fee9c8af52c0a266a053d3,America,native range,en
alien-flora-congo-checklist:taxon:7b397fbda2fee9c8af52c0a266a053d3,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:7b9cd39a7bd570784fe8567288c493da,America,native range,en
alien-flora-congo-checklist:taxon:7b9cd39a7bd570784fe8567288c493da,Tree,life form,en
alien-flora-congo-checklist:taxon:7c74e048871973df5bd7d7d0215043eb,Asia,native range,en
alien-flora-congo-checklist:taxon:7c74e048871973df5bd7d7d0215043eb,Shrub,life form,en
alien-flora-congo-checklist:taxon:7dbf73f462914d6455e30a13205fa19b,Asia,native range,en
alien-flora-congo-checklist:taxon:7dbf73f462914d6455e30a13205fa19b,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:7e562831bc06acc42108b50b07038456,America,native range,en
alien-flora-congo-checklist:taxon:7e562831bc06acc42108b50b07038456,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:7e6f6ded01657a8434d85317e70d9ee5,Multiple,native range,en
alien-flora-congo-checklist:taxon:7e6f6ded01657a8434d85317e70d9ee5,Annual herb,life form,en
alien-flora-congo-checklist:taxon:80405b7504fdc110ce7251965e5e6525,America,native range,en
alien-flora-congo-checklist:taxon:80405b7504fdc110ce7251965e5e6525,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:80951af7b411d5a400e5558979a71ca7,America,native range,en
alien-flora-congo-checklist:taxon:80951af7b411d5a400e5558979a71ca7,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:809fd33ed2ffa71fd2beef2e5434d013,Asia,native range,en
alien-flora-congo-checklist:taxon:809fd33ed2ffa71fd2beef2e5434d013,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:80d38e418e9e4e5001b905ee8f71b9aa,Asia,native range,en
alien-flora-congo-checklist:taxon:80d38e418e9e4e5001b905ee8f71b9aa,Shrub,life form,en
alien-flora-congo-checklist:taxon:81419779e6bc322a68f83fcc1b40575f,America,native range,en
alien-flora-congo-checklist:taxon:81419779e6bc322a68f83fcc1b40575f,Shrub,life form,en
alien-flora-congo-checklist:taxon:81abc9c553e7b19b492da3c17cf42bb1,America,native range,en
alien-flora-congo-checklist:taxon:81abc9c553e7b19b492da3c17cf42bb1,Climber,life form,en
alien-flora-congo-checklist:taxon:833f10b5f6503853ca3f24d29131fa05,America,native range,en
alien-flora-congo-checklist:taxon:833f10b5f6503853ca3f24d29131fa05,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:8361e05a1837b86ab07000cde9cbcb14,America,native range,en
alien-flora-congo-checklist:taxon:8361e05a1837b86ab07000cde9cbcb14,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:837e3de41571f2b81efad51214009b56,Asia,native range,en
alien-flora-congo-checklist:taxon:837e3de41571f2b81efad51214009b56,Climber,life form,en
alien-flora-congo-checklist:taxon:839447155807db7d1c0f65176e5926e7,America,native range,en
alien-flora-congo-checklist:taxon:839447155807db7d1c0f65176e5926e7,Shrub,life form,en
alien-flora-congo-checklist:taxon:83c78ab95e72ce87790a89c2cb629a82,America,native range,en
alien-flora-congo-checklist:taxon:83c78ab95e72ce87790a89c2cb629a82,Annual herb,life form,en
alien-flora-congo-checklist:taxon:83ccac5844472d4936e6d2f3dc611840,America,native range,en
alien-flora-congo-checklist:taxon:83ccac5844472d4936e6d2f3dc611840,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:8463efb46b18f23f89904f813724024e,America,native range,en
alien-flora-congo-checklist:taxon:8463efb46b18f23f89904f813724024e,Annual herb,life form,en
alien-flora-congo-checklist:taxon:84cebbccde771499463106b012af5cde,Asia,native range,en
alien-flora-congo-checklist:taxon:84cebbccde771499463106b012af5cde,Annual herb,life form,en
alien-flora-congo-checklist:taxon:853f7e88a18782783ab82e15d8ede9ef,America,native range,en
alien-flora-congo-checklist:taxon:853f7e88a18782783ab82e15d8ede9ef,Tree,life form,en
alien-flora-congo-checklist:taxon:85cb719a17bd3bcd9cccef542dfa62db,Asia,native range,en
alien-flora-congo-checklist:taxon:85cb719a17bd3bcd9cccef542dfa62db,Shrub,life form,en
alien-flora-congo-checklist:taxon:85d3d0ea167369c9057f825ca7cf62a9,Asia,native range,en
alien-flora-congo-checklist:taxon:85d3d0ea167369c9057f825ca7cf62a9,Tree,life form,en
alien-flora-congo-checklist:taxon:85d8cd5b76bbef24c0bb8f0df0d49bf6,America,native range,en
alien-flora-congo-checklist:taxon:85d8cd5b76bbef24c0bb8f0df0d49bf6,Shrub,life form,en
alien-flora-congo-checklist:taxon:86bff3ff623ecc093d0607334e62b35b,America,native range,en
alien-flora-congo-checklist:taxon:86bff3ff623ecc093d0607334e62b35b,Annual herb,life form,en
alien-flora-congo-checklist:taxon:876c8f5055dfe5ec154e9947adc4482b,Multiple,native range,en
alien-flora-congo-checklist:taxon:876c8f5055dfe5ec154e9947adc4482b,Annual herb,life form,en
alien-flora-congo-checklist:taxon:8847269ec10904bae4b3edf977506b90,America,native range,en
alien-flora-congo-checklist:taxon:8847269ec10904bae4b3edf977506b90,Shrub,life form,en
alien-flora-congo-checklist:taxon:89026cc73d8543a73dbc9dda7712fc6c,Multiple,native range,en
alien-flora-congo-checklist:taxon:89026cc73d8543a73dbc9dda7712fc6c,Annual herb,life form,en
alien-flora-congo-checklist:taxon:899ff781aa012952764d74a73a059cbf,America,native range,en
alien-flora-congo-checklist:taxon:899ff781aa012952764d74a73a059cbf,Shrub,life form,en
alien-flora-congo-checklist:taxon:8acc86712e2405e2443539ae8e9ff588,Multiple,native range,en
alien-flora-congo-checklist:taxon:8acc86712e2405e2443539ae8e9ff588,Climber,life form,en
alien-flora-congo-checklist:taxon:8c5c3d0ca2bdb99e12fb96adc80e31dc,America,native range,en
alien-flora-congo-checklist:taxon:8c5c3d0ca2bdb99e12fb96adc80e31dc,Climber,life form,en
alien-flora-congo-checklist:taxon:8c76111241abeff7980858d185b1da17,America,native range,en
alien-flora-congo-checklist:taxon:8c76111241abeff7980858d185b1da17,Shrub,life form,en
alien-flora-congo-checklist:taxon:8ded9fe68f064e92e8b56eb7d6bc6a19,America,native range,en
alien-flora-congo-checklist:taxon:8ded9fe68f064e92e8b56eb7d6bc6a19,Shrub,life form,en
alien-flora-congo-checklist:taxon:8df0a506ca843f97abbc8b0d5eee5cb1,Multiple,native range,en
alien-flora-congo-checklist:taxon:8df0a506ca843f97abbc8b0d5eee5cb1,Tree,life form,en
alien-flora-congo-checklist:taxon:8e95bfcd3b64b31a4ab6b71ccda3b86e,Multiple,native range,en
alien-flora-congo-checklist:taxon:8e95bfcd3b64b31a4ab6b71ccda3b86e,Annual herb,life form,en
alien-flora-congo-checklist:taxon:901a3fa12fd126be6a32a00557e02434,Asia,native range,en
alien-flora-congo-checklist:taxon:901a3fa12fd126be6a32a00557e02434,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:9057bd8aab79cce03436c1e4ebb2589f,America,native range,en
alien-flora-congo-checklist:taxon:9057bd8aab79cce03436c1e4ebb2589f,Annual herb,life form,en
alien-flora-congo-checklist:taxon:92358f60c9d6cdf56e597adf662359cc,America,native range,en
alien-flora-congo-checklist:taxon:92358f60c9d6cdf56e597adf662359cc,Shrub,life form,en
alien-flora-congo-checklist:taxon:938ad633d297f705fa4a7d3d74353746,America,native range,en
alien-flora-congo-checklist:taxon:938ad633d297f705fa4a7d3d74353746,Annual herb,life form,en
alien-flora-congo-checklist:taxon:93f931dd180d4e253646f77edb650473,Europe,native range,en
alien-flora-congo-checklist:taxon:93f931dd180d4e253646f77edb650473,Annual herb,life form,en
alien-flora-congo-checklist:taxon:94e6206e5538f1d912128910bcd03ee2,America,native range,en
alien-flora-congo-checklist:taxon:94e6206e5538f1d912128910bcd03ee2,Tree,life form,en
alien-flora-congo-checklist:taxon:9587aaa57bc4c4f56883ab3c90917e67,Asia,native range,en
alien-flora-congo-checklist:taxon:9587aaa57bc4c4f56883ab3c90917e67,Annual herb,life form,en
alien-flora-congo-checklist:taxon:95dd3f1c8f1d84749406b66076a4a0d3,America,native range,en
alien-flora-congo-checklist:taxon:95dd3f1c8f1d84749406b66076a4a0d3,Annual herb,life form,en
alien-flora-congo-checklist:taxon:963ff76cc4a214cda5eb6c853ca3283a,America,native range,en
alien-flora-congo-checklist:taxon:963ff76cc4a214cda5eb6c853ca3283a,Shrub,life form,en
alien-flora-congo-checklist:taxon:9676dab3ea73ec9e5cf9a0e59521377e,Multiple,native range,en
alien-flora-congo-checklist:taxon:9676dab3ea73ec9e5cf9a0e59521377e,Annual herb,life form,en
alien-flora-congo-checklist:taxon:98267c0c8a3a1a3f1b37d8d55cff6b02,Africa,native range,en
alien-flora-congo-checklist:taxon:98267c0c8a3a1a3f1b37d8d55cff6b02,Shrub,life form,en
alien-flora-congo-checklist:taxon:982d9405bfbba575cbb28ce720480066,Multiple,native range,en
alien-flora-congo-checklist:taxon:982d9405bfbba575cbb28ce720480066,Annual herb,life form,en
alien-flora-congo-checklist:taxon:99c4299c5f70600b2df1afc197069b88,America,native range,en
alien-flora-congo-checklist:taxon:99c4299c5f70600b2df1afc197069b88,Annual herb,life form,en
alien-flora-congo-checklist:taxon:9a46d86bebb783c1395fd8279dc385f8,Asia,native range,en
alien-flora-congo-checklist:taxon:9a46d86bebb783c1395fd8279dc385f8,Annual herb,life form,en
alien-flora-congo-checklist:taxon:9bb3ae710de7de798b3a94260e18ac85,Asia,native range,en
alien-flora-congo-checklist:taxon:9bb3ae710de7de798b3a94260e18ac85,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:9d1924c5609ec725a7a0eab368deb834,America,native range,en
alien-flora-congo-checklist:taxon:9d1924c5609ec725a7a0eab368deb834,Annual herb,life form,en
alien-flora-congo-checklist:taxon:9d809e2ba419ae4eaea7f32b16463413,America,native range,en
alien-flora-congo-checklist:taxon:9d809e2ba419ae4eaea7f32b16463413,Climber,life form,en
alien-flora-congo-checklist:taxon:9d84e793f5c4e7e2f4b473a3489b7046,America,native range,en
alien-flora-congo-checklist:taxon:9d84e793f5c4e7e2f4b473a3489b7046,Climber,life form,en
alien-flora-congo-checklist:taxon:9dccf6898c1d294eb376c03d66248965,Asia,native range,en
alien-flora-congo-checklist:taxon:9dccf6898c1d294eb376c03d66248965,Tree,life form,en
alien-flora-congo-checklist:taxon:9e80e82d9f1b52ab651dc078e16ce877,America,native range,en
alien-flora-congo-checklist:taxon:9e80e82d9f1b52ab651dc078e16ce877,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:9ee0be1075aba40a9198f93189c3c68c,America,native range,en
alien-flora-congo-checklist:taxon:9ee0be1075aba40a9198f93189c3c68c,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:9ef4c4bce11cc776d850ec176af0615d,Asia,native range,en
alien-flora-congo-checklist:taxon:9ef4c4bce11cc776d850ec176af0615d,Climber,life form,en
alien-flora-congo-checklist:taxon:9f417f6d8239683692582700d883ba64,America,native range,en
alien-flora-congo-checklist:taxon:9f417f6d8239683692582700d883ba64,Annual herb,life form,en
alien-flora-congo-checklist:taxon:9f7a2dabdcbfa351fb2663a6f86fc6cf,America,native range,en
alien-flora-congo-checklist:taxon:9f7a2dabdcbfa351fb2663a6f86fc6cf,Climber,life form,en
alien-flora-congo-checklist:taxon:9fff483513b643dd5db6c084cd595ad0,America,native range,en
alien-flora-congo-checklist:taxon:9fff483513b643dd5db6c084cd595ad0,Annual herb,life form,en
alien-flora-congo-checklist:taxon:a0e7740ebad926b2e15632e679026172,Asia,native range,en
alien-flora-congo-checklist:taxon:a0e7740ebad926b2e15632e679026172,Annual herb,life form,en
alien-flora-congo-checklist:taxon:a23e093c3bdf5502e993793d2ac97e73,America,native range,en
alien-flora-congo-checklist:taxon:a23e093c3bdf5502e993793d2ac97e73,Annual herb,life form,en
alien-flora-congo-checklist:taxon:a2b9f73e72cba0fa64232cb8b33d4c95,America,native range,en
alien-flora-congo-checklist:taxon:a2b9f73e72cba0fa64232cb8b33d4c95,Shrub,life form,en
alien-flora-congo-checklist:taxon:a2d99a012728451223ad2d3a7e90ec70,America,native range,en
alien-flora-congo-checklist:taxon:a2d99a012728451223ad2d3a7e90ec70,Tree,life form,en
alien-flora-congo-checklist:taxon:a400f4e6d7592903135e1661bbbd8bfc,America,native range,en
alien-flora-congo-checklist:taxon:a400f4e6d7592903135e1661bbbd8bfc,Annual herb,life form,en
alien-flora-congo-checklist:taxon:a445a05d6b8c087d4380d73e3a2b22b2,America,native range,en
alien-flora-congo-checklist:taxon:a445a05d6b8c087d4380d73e3a2b22b2,Annual herb,life form,en
alien-flora-congo-checklist:taxon:a6138e9c48f21ef53020e9b82fc3da84,America,native range,en
alien-flora-congo-checklist:taxon:a6138e9c48f21ef53020e9b82fc3da84,Climber,life form,en
alien-flora-congo-checklist:taxon:a788d527898abef34219ca54af5d8d73,America,native range,en
alien-flora-congo-checklist:taxon:a788d527898abef34219ca54af5d8d73,Shrub,life form,en
alien-flora-congo-checklist:taxon:a7ad66b67f8bfff2b6acb806bbe9332e,America,native range,en
alien-flora-congo-checklist:taxon:a7ad66b67f8bfff2b6acb806bbe9332e,Annual herb,life form,en
alien-flora-congo-checklist:taxon:a871c89eb405edc707aeb5d2cb1f10cb,America,native range,en
alien-flora-congo-checklist:taxon:a871c89eb405edc707aeb5d2cb1f10cb,Annual herb,life form,en
alien-flora-congo-checklist:taxon:a9058e58f700bb27aadc75b3176912c2,America,native range,en
alien-flora-congo-checklist:taxon:a9058e58f700bb27aadc75b3176912c2,Shrub,life form,en
alien-flora-congo-checklist:taxon:a9cd9041e79df88a32e3a69cf9feedac,America,native range,en
alien-flora-congo-checklist:taxon:a9cd9041e79df88a32e3a69cf9feedac,Shrub,life form,en
alien-flora-congo-checklist:taxon:a9f3314b4b7c0e9331d8ab305c9511ab,America,native range,en
alien-flora-congo-checklist:taxon:a9f3314b4b7c0e9331d8ab305c9511ab,Perennial herb,life form,en
alien-flora-congo-checklist:taxon:aa402bd89e4aa5f863b7e3023e476869,Asia,native range,en
alien-flora-congo-checklist:taxon:aa402bd89e4aa5f863b7e3023e476869,Shrub,life form,en
alien-flora-congo-checklist:taxon:aa570f1b4a8734edd39819124462a2cb,America,native range,en
alien-flora-congo-checklist:taxon:aa570f1b4a8734edd39819124462a2cb,Annual herb,life form,en
alien-flora-congo-checklist:taxon:aabcd18db17d55405d4a47983ae09422,America,native range,en
alien-flora-congo-checklist:taxon:aabcd18db17d55405d4a47983ae09422,Annual herb,life form,en
